,predicciones_lightgbm
37827,0
37828,1
37829,0
37830,0
37831,0
37832,1
37833,0
37834,0
37835,0
37836,1
37837,0
37838,0
37839,0
37840,0
37841,0
37842,0
37843,1
37844,0
37845,1
37846,0
37847,1
37848,0
37849,0
37850,0
37851,1
37852,0
37853,0
37854,0
37855,0
37856,0
37857,0
37858,1
37859,0
37860,0
37861,0
37862,0
37863,0
37864,0
37865,1
37866,0
37867,1
37868,0
37869,0
37870,2
37871,0
37872,0
37873,0
37874,0
37875,2
37876,0
37877,0
37878,0
37879,1
37880,0
37881,0
37882,0
37883,0
37884,0
37885,0
37886,0
37887,1
37888,0
37889,0
37890,0
37891,0
37892,0
37893,0
37894,0
37895,1
37896,0
37897,0
37898,0
37899,0
37900,1
37901,0
37902,0
37903,0
37904,0
37905,0
37906,0
37907,0
37908,0
37909,0
37910,0
37911,0
37912,0
37913,0
37914,0
37915,0
37916,0
37917,2
37918,0
37919,0
37920,0
37921,0
37922,0
37923,0
37924,0
37925,0
37926,0
37927,0
37928,0
37929,0
37930,0
37931,0
37932,0
37933,0
37934,0
37935,0
37936,0
37937,1
37938,0
37939,0
37940,0
37941,0
37942,1
37943,1
37944,0
37945,0
37946,0
37947,1
37948,0
37949,0
37950,0
37951,0
37952,0
37953,0
37954,0
37955,0
37956,0
37957,1
37958,0
37959,1
37960,0
37961,0
37962,0
37963,0
37964,0
37965,0
37966,0
37967,0
37968,0
37969,0
37970,0
37971,0
37972,0
37973,1
37974,0
37975,0
37976,1
37977,1
37978,0
37979,1
37980,0
37981,0
37982,1
37983,0
37984,0
37985,0
37986,0
37987,0
37988,0
37989,0
37990,0
37991,0
37992,0
37993,0
37994,0
37995,0
37996,0
37997,2
37998,0
37999,0
38000,0
38001,0
38002,0
38003,0
38004,0
38005,2
38006,0
38007,0
38008,0
38009,1
38010,0
38011,0
38012,0
38013,0
38014,0
38015,0
38016,1
38017,0
38018,0
38019,0
38020,0
38021,0
38022,0
38023,0
38024,0
38025,0
38026,0
38027,1
38028,0
38029,0
38030,0
38031,0
38032,0
38033,0
38034,0
38035,0
38036,0
38037,0
38038,0
38039,0
38040,0
38041,1
38042,0
38043,0
38044,0
38045,0
38046,0
38047,0
38048,0
38049,1
38050,0
38051,0
38052,0
38053,0
38054,0
38055,0
38056,0
38057,1
38058,0
38059,0
38060,0
38061,0
38062,1
38063,0
38064,0
38065,0
38066,1
38067,0
38068,0
38069,0
38070,0
38071,0
38072,0
38073,0
38074,0
38075,0
38076,0
38077,0
38078,0
38079,0
38080,0
38081,0
38082,0
38083,1
38084,0
38085,0
38086,0
38087,0
38088,0
38089,1
38090,0
38091,0
38092,0
38093,0
38094,1
38095,0
38096,0
38097,0
38098,0
38099,0
38100,0
38101,1
38102,0
38103,1
38104,0
38105,0
38106,0
38107,1
38108,1
38109,0
38110,0
38111,0
38112,0
38113,0
38114,1
38115,0
38116,0
38117,0
38118,0
38119,0
38120,0
38121,2
38122,0
38123,0
38124,0
38125,3
38126,0
38127,0
38128,0
38129,1
38130,0
38131,0
38132,0
38133,0
38134,0
38135,0
38136,0
38137,0
38138,0
38139,1
38140,0
38141,0
38142,0
38143,0
38144,0
38145,0
38146,1
38147,0
38148,1
38149,0
38150,0
38151,0
38152,0
38153,1
38154,0
38155,0
38156,0
38157,0
38158,1
38159,0
38160,1
38161,0
38162,0
38163,1
38164,0
38165,0
38166,0
38167,0
38168,0
38169,1
38170,0
38171,0
38172,0
38173,4
38174,0
38175,0
38176,0
38177,1
38178,0
38179,0
38180,0
38181,0
38182,0
38183,0
38184,0
38185,0
38186,0
38187,0
38188,0
38189,0
38190,0
38191,0
38192,0
38193,0
38194,1
38195,0
38196,0
38197,0
38198,0
38199,0
38200,0
38201,0
38202,0
38203,1
38204,0
38205,0
38206,0
38207,0
38208,0
38209,0
38210,1
38211,1
38212,0
38213,0
38214,0
38215,0
38216,0
38217,1
38218,1
38219,0
38220,0
38221,0
38222,1
38223,0
38224,0
38225,0
38226,0
38227,0
38228,0
38229,0
38230,0
38231,0
38232,0
38233,0
38234,0
38235,0
38236,0
38237,0
38238,0
38239,0
38240,0
38241,0
38242,1
38243,1
38244,0
38245,2
38246,0
38247,1
38248,0
38249,0
38250,0
38251,0
38252,1
38253,0
38254,0
38255,0
38256,0
38257,0
38258,0
38259,0
38260,0
38261,0
38262,0
38263,2
38264,0
38265,0
38266,0
38267,0
38268,0
38269,0
38270,0
38271,1
38272,0
38273,0
38274,0
38275,0
38276,2
38277,0
38278,0
38279,0
38280,0
38281,0
38282,0
38283,0
38284,0
38285,0
38286,0
38287,0
38288,0
38289,0
38290,0
38291,1
38292,0
38293,0
38294,0
38295,1
38296,0
38297,0
38298,1
38299,0
38300,0
38301,0
38302,0
38303,0
38304,0
38305,0
38306,0
38307,0
38308,0
38309,0
38310,0
38311,0
38312,2
38313,0
38314,0
38315,0
38316,1
38317,0
38318,0
38319,0
38320,0
38321,0
38322,0
38323,0
38324,1
38325,0
38326,0
38327,0
38328,0
38329,0
38330,0
38331,0
38332,0
38333,0
38334,0
38335,0
38336,0
38337,0
38338,0
38339,0
38340,0
38341,0
38342,0
38343,1
38344,0
38345,0
38346,2
38347,0
38348,0
38349,1
38350,0
38351,1
38352,0
38353,0
38354,1
38355,0
38356,0
38357,0
38358,0
38359,0
38360,1
38361,0
38362,2
38363,0
38364,0
38365,0
38366,0
38367,1
38368,0
38369,0
38370,0
38371,0
38372,1
38373,0
38374,0
38375,0
38376,0
38377,0
38378,0
38379,0
38380,0
38381,0
38382,0
38383,0
38384,0
38385,0
38386,0
38387,1
38388,0
38389,1
38390,0
38391,0
38392,0
38393,3
38394,1
38395,0
38396,0
38397,1
38398,0
38399,1
38400,0
38401,0
38402,0
38403,0
38404,0
38405,0
38406,0
38407,0
38408,0
38409,0
38410,1
38411,0
38412,0
38413,0
38414,0
38415,0
38416,0
38417,0
38418,0
38419,0
38420,0
38421,0
38422,0
38423,0
38424,0
38425,0
38426,1
38427,0
38428,0
38429,0
38430,0
38431,0
38432,0
38433,2
38434,0
38435,0
38436,0
38437,0
38438,0
38439,0
38440,0
38441,0
38442,1
38443,0
38444,0
38445,0
38446,0
38447,0
38448,0
38449,0
38450,0
38451,0
38452,0
38453,0
38454,0
38455,0
38456,0
38457,0
38458,0
38459,0
38460,0
38461,1
38462,0
38463,0
38464,1
38465,0
38466,0
38467,0
38468,0
38469,0
38470,1
38471,1
38472,1
38473,0
38474,0
38475,1
38476,1
38477,3
38478,0
38479,2
38480,0
38481,0
38482,0
38483,0
38484,1
38485,0
38486,0
38487,0
38488,1
38489,0
38490,0
38491,0
38492,0
38493,0
38494,0
38495,0
38496,1
38497,0
38498,3
38499,0
38500,0
38501,0
38502,0
38503,0
38504,0
38505,0
38506,0
38507,1
38508,0
38509,0
38510,5
38511,0
38512,0
38513,0
38514,0
38515,0
38516,3
38517,0
38518,0
38519,0
38520,2
38521,1
38522,0
38523,0
38524,0
38525,0
38526,0
38527,0
38528,0
38529,1
38530,0
38531,0
38532,0
38533,0
38534,0
38535,0
38536,0
38537,0
38538,0
38539,0
38540,1
38541,0
38542,0
38543,0
38544,0
38545,0
38546,0
38547,0
38548,1
38549,0
38550,0
38551,0
38552,0
38553,0
38554,0
38555,1
38556,0
38557,1
38558,0
38559,1
38560,0
38561,0
38562,0
38563,0
38564,0
38565,0
38566,1
38567,0
38568,1
38569,0
38570,0
38571,0
38572,0
38573,0
38574,0
38575,0
38576,0
38577,1
38578,4
38579,1
38580,0
38581,0
38582,0
38583,0
38584,0
38585,0
38586,0
38587,0
38588,0
38589,0
38590,0
38591,0
38592,1
38593,0
38594,1
38595,0
38596,0
38597,0
38598,0
38599,0
38600,0
38601,0
38602,0
38603,0
38604,0
38605,1
38606,0
38607,0
38608,0
38609,0
38610,0
38611,0
38612,0
38613,0
38614,0
38615,0
38616,0
38617,0
38618,0
38619,0
38620,0
38621,0
38622,0
38623,0
38624,0
38625,0
38626,0
38627,0
38628,0
38629,0
38630,0
38631,0
38632,1
38633,1
38634,0
38635,0
38636,0
38637,0
38638,2
38639,0
38640,0
38641,0
38642,0
38643,0
38644,0
38645,0
38646,0
38647,1
38648,0
38649,0
38650,0
38651,0
38652,0
38653,0
38654,0
38655,0
38656,0
38657,0
38658,0
38659,1
38660,0
38661,2
38662,0
38663,0
38664,0
38665,0
38666,0
38667,0
38668,0
38669,0
38670,0
38671,1
38672,0
38673,0
38674,1
38675,0
38676,0
38677,1
38678,2
38679,0
38680,0
38681,0
38682,1
38683,0
38684,1
38685,0
38686,1
38687,1
38688,0
38689,0
38690,0
38691,0
38692,0
38693,2
38694,0
38695,0
38696,0
38697,0
38698,0
38699,0
38700,0
38701,0
38702,1
38703,0
38704,0
38705,0
38706,0
38707,0
38708,0
38709,0
38710,0
38711,0
38712,2
38713,0
38714,0
38715,0
38716,0
38717,0
38718,1
38719,0
38720,1
38721,0
38722,0
38723,0
38724,0
38725,0
38726,0
38727,0
38728,0
38729,0
38730,0
38731,0
38732,0
38733,0
38734,0
38735,0
38736,0
38737,0
38738,0
38739,0
38740,0
38741,0
38742,0
38743,0
38744,0
38745,0
38746,0
38747,0
38748,0
38749,0
38750,2
38751,0
38752,0
38753,0
38754,0
38755,0
38756,1
38757,0
38758,0
38759,0
38760,0
38761,0
38762,0
38763,0
38764,0
38765,0
38766,0
38767,0
38768,0
38769,1
38770,0
38771,0
38772,0
38773,0
38774,0
38775,0
38776,0
38777,0
38778,0
38779,0
38780,0
38781,1
38782,0
38783,0
38784,0
38785,0
38786,0
38787,0
38788,0
38789,0
38790,0
38791,0
38792,0
38793,0
38794,0
38795,1
38796,1
38797,1
38798,0
38799,0
38800,0
38801,0
38802,0
38803,0
38804,0
38805,0
38806,0
38807,0
38808,0
38809,0
38810,0
38811,0
38812,0
38813,0
38814,0
38815,1
38816,0
38817,0
38818,0
38819,0
38820,1
38821,0
38822,0
38823,0
38824,0
38825,0
38826,1
38827,0
38828,0
38829,0
38830,0
38831,0
38832,0
38833,0
38834,0
38835,0
38836,0
38837,0
38838,1
38839,0
38840,0
38841,0
38842,0
38843,0
38844,1
38845,0
38846,1
38847,0
38848,0
38849,0
38850,0
38851,0
38852,0
38853,0
38854,0
38855,0
38856,0
38857,0
38858,0
38859,1
38860,0
38861,1
38862,0
38863,0
38864,0
38865,0
38866,0
38867,0
38868,1
38869,0
38870,1
38871,0
38872,1
38873,0
38874,0
38875,0
38876,0
38877,0
38878,1
38879,0
38880,0
38881,0
38882,0
38883,0
38884,0
38885,0
38886,1
38887,2
38888,0
38889,0
38890,0
38891,0
38892,0
38893,0
38894,0
38895,1
38896,0
38897,0
38898,1
38899,0
38900,0
38901,0
38902,0
38903,0
38904,0
38905,0
38906,0
38907,0
38908,0
38909,0
38910,0
38911,0
38912,0
38913,0
38914,1
38915,2
38916,1
38917,0
38918,0
38919,0
38920,0
38921,1
38922,0
38923,0
38924,0
38925,0
38926,2
38927,0
38928,0
38929,0
38930,0
38931,0
38932,0
38933,0
38934,2
38935,1
38936,1
38937,0
38938,1
38939,0
38940,0
38941,0
38942,0
38943,0
38944,1
38945,0
38946,0
38947,1
38948,0
38949,0
38950,0
38951,0
38952,0
38953,0
38954,0
38955,0
38956,3
38957,0
38958,0
38959,0
38960,1
38961,0
38962,0
38963,0
38964,1
38965,1
38966,0
38967,0
38968,0
38969,0
38970,0
38971,1
38972,0
38973,3
38974,0
38975,1
38976,0
38977,0
38978,1
38979,0
38980,0
38981,0
38982,1
38983,0
38984,1
38985,1
38986,0
38987,1
38988,1
38989,0
38990,0
38991,0
38992,0
38993,0
38994,0
38995,0
38996,0
38997,0
38998,0
38999,0
39000,0
39001,0
39002,0
39003,0
39004,0
39005,0
39006,1
39007,0
39008,0
39009,1
39010,0
39011,1
39012,0
39013,0
39014,0
39015,0
39016,0
39017,0
39018,0
39019,0
39020,0
39021,0
39022,0
39023,0
39024,0
39025,1
39026,1
39027,0
39028,0
39029,0
39030,0
39031,0
39032,0
39033,0
39034,0
39035,0
39036,0
39037,0
39038,1
39039,0
39040,0
39041,0
39042,0
39043,1
39044,1
39045,0
39046,0
39047,0
39048,0
39049,0
39050,0
39051,0
39052,1
39053,0
39054,0
39055,0
39056,0
39057,0
39058,0
39059,0
39060,0
39061,0
39062,0
39063,0
39064,0
39065,0
39066,0
39067,1
39068,0
39069,0
39070,0
39071,1
39072,0
39073,0
39074,0
39075,0
39076,1
39077,0
39078,0
39079,0
39080,0
39081,0
39082,0
39083,0
39084,0
39085,0
39086,1
39087,0
39088,0
39089,0
39090,0
39091,0
39092,0
39093,0
39094,0
39095,0
39096,0
39097,0
39098,1
39099,0
39100,0
39101,0
39102,0
39103,0
39104,0
39105,1
39106,1
39107,0
39108,1
39109,0
39110,0
39111,0
39112,0
39113,0
39114,0
39115,0
39116,2
39117,0
39118,1
39119,0
39120,0
39121,1
39122,4
39123,0
39124,0
39125,0
39126,0
39127,0
39128,0
39129,0
39130,1
39131,0
39132,0
39133,1
39134,0
39135,0
39136,0
39137,0
39138,1
39139,0
39140,0
39141,0
39142,0
39143,0
39144,0
39145,0
39146,0
39147,0
39148,0
39149,0
39150,0
39151,0
39152,0
39153,0
39154,0
39155,1
39156,0
39157,0
39158,1
39159,0
39160,0
39161,0
39162,0
39163,0
39164,1
39165,0
39166,0
39167,0
39168,0
39169,0
39170,0
39171,0
39172,0
39173,0
39174,0
39175,0
39176,0
39177,1
39178,0
39179,0
39180,0
39181,0
39182,0
39183,0
39184,0
39185,0
39186,1
39187,0
39188,0
39189,0
39190,0
39191,0
39192,0
39193,0
39194,0
39195,0
39196,1
39197,0
39198,0
39199,1
39200,0
39201,0
39202,1
39203,0
39204,0
39205,0
39206,2
39207,0
39208,0
39209,0
39210,0
39211,0
39212,0
39213,0
39214,0
39215,0
39216,0
39217,0
39218,0
39219,0
39220,0
39221,1
39222,1
39223,0
39224,0
39225,0
39226,0
39227,0
39228,0
39229,0
39230,0
39231,0
39232,0
39233,0
39234,0
39235,0
39236,1
39237,1
39238,0
39239,0
39240,1
39241,0
39242,0
39243,0
39244,0
39245,0
39246,1
39247,0
39248,1
39249,0
39250,1
39251,0
39252,0
39253,0
39254,1
39255,0
39256,1
39257,0
39258,0
39259,0
39260,1
39261,0
39262,0
39263,0
39264,0
39265,0
39266,0
39267,4
39268,0
39269,0
39270,1
39271,0
39272,1
39273,0
39274,0
39275,0
39276,0
39277,0
39278,1
39279,0
39280,0
39281,0
39282,0
39283,0
39284,0
39285,0
39286,0
39287,0
39288,0
39289,0
39290,0
39291,0
39292,0
39293,0
39294,0
39295,0
39296,0
39297,0
39298,0
39299,1
39300,0
39301,0
39302,0
39303,0
39304,0
39305,0
39306,0
39307,0
39308,0
39309,0
39310,3
39311,0
39312,0
39313,0
39314,0
39315,1
39316,0
39317,0
39318,0
39319,0
39320,1
39321,0
39322,0
39323,1
39324,0
39325,0
39326,0
39327,0
39328,0
39329,3
39330,0
39331,1
39332,1
39333,0
39334,0
39335,0
39336,0
39337,0
39338,0
39339,0
39340,0
39341,0
39342,0
39343,0
39344,0
39345,0
39346,1
39347,0
39348,0
39349,0
39350,0
39351,0
39352,0
39353,0
39354,0
39355,1
39356,0
39357,0
39358,0
39359,0
39360,0
39361,0
39362,0
39363,1
39364,0
39365,0
39366,0
39367,0
39368,0
39369,0
39370,0
39371,0
39372,0
39373,0
39374,0
39375,0
39376,0
39377,0
39378,0
39379,0
39380,1
39381,0
39382,0
39383,0
39384,0
39385,0
39386,1
39387,0
39388,0
39389,0
39390,0
39391,0
39392,0
39393,1
39394,0
39395,0
39396,0
39397,1
39398,0
39399,0
39400,0
39401,0
39402,0
39403,0
39404,0
39405,0
39406,0
39407,1
39408,0
39409,1
39410,0
39411,0
39412,1
39413,0
39414,1
39415,0
39416,0
39417,1
39418,0
39419,1
39420,0
39421,0
39422,0
39423,0
39424,1
39425,0
39426,0
39427,0
39428,1
39429,1
39430,0
39431,0
39432,0
39433,0
39434,0
39435,1
39436,0
39437,0
39438,0
39439,1
39440,0
39441,0
39442,0
39443,0
39444,0
39445,3
39446,0
39447,0
39448,1
39449,0
39450,0
39451,0
39452,0
39453,2
39454,2
39455,1
39456,0
39457,0
39458,0
39459,0
39460,0
39461,0
39462,0
39463,0
39464,0
39465,0
39466,0
39467,0
39468,0
39469,0
39470,0
39471,2
39472,0
39473,0
39474,0
39475,0
39476,0
39477,0
39478,0
39479,0
39480,2
39481,3
39482,0
39483,0
39484,0
39485,0
39486,0
39487,0
39488,1
39489,0
39490,5
39491,2
39492,0
39493,0
39494,0
39495,0
39496,0
39497,0
39498,0
39499,0
39500,0
39501,0
39502,0
39503,0
39504,0
39505,0
39506,0
39507,0
39508,0
39509,0
39510,0
39511,1
39512,0
39513,0
39514,0
39515,0
39516,0
39517,0
39518,0
39519,0
39520,0
39521,0
39522,0
39523,0
39524,0
39525,1
39526,0
39527,0
39528,0
39529,0
39530,0
39531,0
39532,0
39533,0
39534,1
39535,0
39536,1
39537,0
39538,0
39539,0
39540,0
39541,0
39542,0
39543,1
39544,1
39545,0
39546,0
39547,0
39548,0
39549,0
39550,0
39551,0
39552,0
39553,0
39554,0
39555,0
39556,0
39557,0
39558,0
39559,1
39560,0
39561,1
39562,0
39563,0
39564,0
39565,1
39566,1
39567,1
39568,0
39569,0
39570,0
39571,0
39572,0
39573,0
39574,0
39575,0
39576,0
39577,0
39578,0
39579,0
39580,0
39581,0
39582,0
39583,0
39584,0
39585,0
39586,0
39587,0
39588,1
39589,0
39590,1
39591,0
39592,0
39593,0
39594,0
39595,0
39596,0
39597,0
39598,0
39599,1
39600,0
39601,0
39602,1
39603,0
39604,0
39605,1
39606,0
39607,0
39608,1
39609,0
39610,0
39611,0
39612,0
39613,1
39614,2
39615,0
39616,0
39617,0
39618,1
39619,0
39620,0
39621,0
39622,0
39623,0
39624,0
39625,0
39626,1
39627,0
39628,0
39629,0
39630,0
39631,0
39632,0
39633,0
39634,0
39635,0
39636,0
39637,0
39638,0
39639,0
39640,0
39641,0
39642,0
39643,0
39644,0
39645,1
39646,0
39647,0
39648,2
39649,0
39650,0
39651,0
39652,0
39653,1
39654,0
39655,0
39656,0
39657,0
39658,0
39659,0
39660,0
39661,0
39662,0
39663,0
39664,0
39665,0
39666,0
39667,0
39668,0
39669,0
39670,0
39671,0
39672,0
39673,0
39674,0
39675,0
39676,0
39677,0
39678,0
39679,0
39680,0
39681,0
39682,0
39683,0
39684,0
39685,0
39686,1
39687,0
39688,0
39689,0
39690,0
39691,0
39692,0
39693,0
39694,0
39695,0
39696,1
39697,0
39698,0
39699,1
39700,0
39701,0
39702,1
39703,0
39704,0
39705,0
39706,0
39707,1
39708,3
39709,2
39710,2
39711,0
39712,0
39713,0
39714,1
39715,0
39716,0
39717,0
39718,0
39719,0
39720,0
39721,0
39722,0
39723,0
39724,0
39725,1
39726,0
39727,1
39728,0
39729,0
39730,0
39731,0
39732,0
39733,0
39734,0
39735,1
39736,2
39737,0
39738,0
39739,0
39740,0
39741,0
39742,1
39743,1
39744,0
39745,0
39746,1
39747,0
39748,0
39749,0
39750,0
39751,0
39752,0
39753,0
39754,0
39755,0
39756,0
39757,1
39758,0
39759,0
39760,0
39761,0
39762,0
39763,0
39764,0
39765,2
39766,0
39767,0
39768,1
39769,0
39770,0
39771,0
39772,0
39773,0
39774,0
39775,0
39776,0
39777,0
39778,1
39779,0
39780,1
39781,0
39782,0
39783,0
39784,0
39785,0
39786,2
39787,0
39788,0
39789,0
39790,1
39791,0
39792,0
39793,0
39794,0
39795,0
39796,0
39797,0
39798,0
39799,0
39800,0
39801,0
39802,0
39803,0
39804,1
39805,0
39806,0
39807,0
39808,0
39809,0
39810,0
39811,0
39812,0
39813,0
39814,0
39815,0
39816,2
39817,0
39818,0
39819,0
39820,0
39821,0
39822,0
39823,0
39824,1
39825,0
39826,0
39827,1
39828,0
39829,0
39830,0
39831,0
39832,0
39833,0
39834,0
39835,0
39836,0
39837,0
39838,0
39839,0
39840,0
39841,0
39842,0
39843,1
39844,0
39845,1
39846,1
39847,0
39848,0
39849,0
39850,0
39851,0
39852,0
39853,0
39854,1
39855,0
39856,0
39857,0
39858,0
39859,0
39860,0
39861,0
39862,0
39863,0
39864,0
39865,0
39866,0
39867,0
39868,0
39869,0
39870,0
39871,0
39872,0
39873,1
39874,0
39875,0
39876,0
39877,0
39878,0
39879,0
39880,0
39881,0
39882,0
39883,0
39884,1
39885,0
39886,0
39887,0
39888,0
39889,0
39890,0
39891,0
39892,0
39893,0
39894,0
39895,0
39896,0
39897,0
39898,0
39899,0
39900,0
39901,0
39902,0
39903,0
39904,0
39905,0
39906,0
39907,1
39908,1
39909,0
39910,0
39911,0
39912,0
39913,0
39914,0
39915,0
39916,0
39917,1
39918,0
39919,0
39920,0
39921,2
39922,0
39923,0
39924,0
39925,0
39926,0
39927,0
39928,0
39929,0
39930,0
39931,0
39932,0
39933,0
39934,0
39935,1
39936,1
39937,0
39938,0
39939,0
39940,0
39941,0
39942,1
39943,1
39944,0
39945,0
39946,0
39947,0
39948,0
39949,0
39950,0
39951,1
39952,0
39953,2
39954,0
39955,0
39956,0
39957,0
39958,1
39959,0
39960,0
39961,0
39962,0
39963,0
39964,0
39965,0
39966,0
39967,0
39968,0
39969,0
39970,0
39971,0
39972,0
39973,0
39974,1
39975,0
39976,0
39977,0
39978,0
39979,0
39980,0
39981,0
39982,0
39983,1
39984,0
39985,0
39986,0
39987,0
39988,0
39989,0
39990,1
39991,0
39992,0
39993,0
39994,0
39995,0
39996,1
39997,0
39998,0
39999,0
40000,0
40001,0
40002,0
40003,0
40004,0
40005,1
40006,0
40007,0
40008,0
40009,1
40010,0
40011,0
40012,0
40013,0
40014,0
40015,0
40016,0
40017,0
40018,0
40019,0
40020,0
40021,0
40022,0
40023,0
40024,0
40025,0
40026,1
40027,0
40028,1
40029,1
40030,0
40031,0
40032,0
40033,6
40034,0
40035,2
40036,0
40037,0
40038,0
40039,1
40040,0
40041,0
40042,0
40043,0
40044,0
40045,0
40046,0
40047,0
40048,1
40049,2
40050,1
40051,0
40052,0
40053,1
40054,0
40055,0
40056,1
40057,0
40058,0
40059,0
40060,0
40061,0
40062,0
40063,0
40064,0
40065,0
40066,0
40067,0
40068,0
40069,0
40070,0
40071,0
40072,0
40073,0
40074,1
40075,0
40076,0
40077,0
40078,2
40079,0
40080,1
40081,0
40082,1
40083,0
40084,1
40085,1
40086,0
40087,0
40088,0
40089,0
40090,0
40091,0
40092,0
40093,0
40094,0
40095,0
40096,0
40097,0
40098,0
40099,1
40100,0
40101,0
40102,2
40103,0
40104,0
40105,1
40106,0
40107,0
40108,0
40109,0
40110,0
40111,0
40112,0
40113,0
40114,0
40115,0
40116,0
40117,0
40118,1
40119,0
40120,0
40121,0
40122,7
40123,0
40124,0
40125,0
40126,0
40127,0
40128,1
40129,1
40130,0
40131,0
40132,0
40133,0
40134,0
40135,0
40136,0
40137,0
40138,1
40139,0
40140,0
40141,0
40142,0
40143,1
40144,0
40145,0
40146,0
40147,0
40148,0
40149,0
40150,0
40151,0
40152,0
40153,0
40154,1
40155,0
40156,1
40157,1
40158,0
40159,0
40160,0
40161,0
40162,0
40163,0
40164,0
40165,0
40166,0
40167,1
40168,1
40169,0
40170,0
40171,0
40172,0
40173,0
40174,0
40175,0
40176,0
40177,1
40178,0
40179,1
40180,0
40181,0
40182,0
40183,0
40184,0
40185,0
40186,0
40187,0
40188,0
40189,0
40190,0
40191,1
40192,0
40193,0
40194,0
40195,0
40196,0
40197,1
40198,0
40199,0
40200,0
40201,0
40202,0
40203,0
40204,0
40205,0
40206,1
40207,0
40208,0
40209,0
40210,0
40211,0
40212,2
40213,0
40214,0
40215,0
40216,0
40217,0
40218,0
40219,0
40220,0
40221,0
40222,2
40223,0
40224,0
40225,0
40226,1
40227,0
40228,1
40229,1
40230,0
40231,0
40232,0
40233,0
40234,0
40235,0
40236,0
40237,1
40238,1
40239,1
40240,0
40241,0
40242,0
40243,1
40244,0
40245,1
40246,1
40247,0
40248,1
40249,2
40250,0
40251,0
40252,0
40253,0
40254,0
40255,0
40256,0
40257,0
40258,0
40259,0
40260,1
40261,0
40262,0
40263,1
40264,1
40265,0
40266,0
40267,0
40268,0
40269,0
40270,0
40271,0
40272,0
40273,0
40274,0
40275,0
40276,0
40277,0
40278,0
40279,1
40280,0
40281,1
40282,0
40283,0
40284,0
40285,1
40286,0
40287,0
40288,0
40289,0
40290,0
40291,0
40292,0
40293,0
40294,0
40295,0
40296,0
40297,0
40298,0
40299,0
40300,0
40301,0
40302,0
40303,0
40304,1
40305,0
40306,0
40307,0
40308,1
40309,0
40310,0
40311,0
40312,1
40313,0
40314,0
40315,0
40316,1
40317,1
40318,0
40319,0
40320,0
40321,1
40322,0
40323,0
40324,0
40325,0
40326,1
40327,1
40328,0
40329,0
40330,0
40331,0
40332,0
40333,1
40334,0
40335,0
40336,0
40337,1
40338,0
40339,0
40340,0
40341,0
40342,0
40343,0
40344,0
40345,0
40346,0
40347,0
40348,0
40349,0
40350,0
40351,0
40352,0
40353,1
40354,1
40355,0
40356,0
40357,0
40358,1
40359,0
40360,0
40361,0
40362,0
40363,0
40364,1
40365,0
40366,0
40367,1
40368,0
40369,0
40370,1
40371,1
40372,0
40373,0
40374,0
40375,1
40376,0
40377,0
40378,0
40379,0
40380,1
40381,0
40382,0
40383,0
40384,1
40385,0
40386,0
40387,0
40388,0
40389,0
40390,0
40391,0
40392,0
40393,0
40394,0
40395,1
40396,0
40397,0
40398,0
40399,0
40400,1
40401,0
40402,2
40403,0
40404,1
40405,0
40406,0
40407,0
40408,0
40409,0
40410,0
40411,0
40412,1
40413,0
40414,0
40415,1
40416,0
40417,0
40418,0
40419,0
40420,0
40421,0
40422,0
40423,0
40424,0
40425,1
40426,0
40427,0
40428,0
40429,0
40430,0
40431,0
40432,0
40433,1
40434,0
40435,0
40436,0
40437,0
40438,0
40439,0
40440,0
40441,0
40442,0
40443,0
40444,0
40445,0
40446,0
40447,0
40448,1
40449,0
40450,0
40451,0
40452,0
40453,0
40454,0
40455,0
40456,0
40457,0
40458,1
40459,0
40460,0
40461,0
40462,0
40463,0
40464,0
40465,0
40466,0
40467,1
40468,0
40469,0
40470,1
40471,0
40472,0
40473,1
40474,0
40475,0
40476,0
40477,0
40478,0
40479,0
40480,1
40481,1
40482,2
40483,0
40484,1
40485,0
40486,0
40487,4
40488,0
40489,0
40490,1
40491,2
40492,0
40493,1
40494,0
40495,0
40496,0
40497,0
40498,0
40499,0
40500,0
40501,0
40502,0
40503,0
40504,0
40505,0
40506,1
40507,0
40508,0
40509,1
40510,0
40511,0
40512,1
40513,0
40514,0
40515,0
40516,0
40517,0
40518,0
40519,0
40520,0
40521,1
40522,0
40523,0
40524,0
40525,0
40526,0
40527,0
40528,0
40529,0
40530,1
40531,0
40532,0
40533,0
40534,0
40535,0
40536,0
40537,0
40538,1
40539,0
40540,0
40541,0
40542,0
40543,2
40544,1
40545,4
40546,0
40547,0
40548,0
40549,0
40550,1
40551,0
40552,0
40553,1
40554,0
40555,0
40556,0
40557,1
40558,0
40559,0
40560,0
40561,0
40562,0
40563,0
40564,1
40565,0
40566,0
40567,0
40568,0
40569,0
40570,0
40571,1
40572,0
40573,0
40574,1
40575,0
40576,1
40577,0
40578,0
40579,0
40580,0
40581,0
40582,1
40583,0
40584,0
40585,0
40586,0
40587,0
40588,0
40589,0
40590,0
40591,2
40592,0
40593,0
40594,0
40595,0
40596,0
40597,0
40598,0
40599,0
40600,0
40601,0
40602,0
40603,0
40604,0
40605,0
40606,1
40607,0
40608,1
40609,0
40610,0
40611,0
40612,0
40613,0
40614,0
40615,0
40616,0
40617,0
40618,0
40619,0
40620,0
40621,1
40622,0
40623,0
